id,latitude,longitude,step 1,step 2,step 3,step 4,step 5.1,step 5.2
GH3451_N,55.84809372487405,-4.2097444589150586,1,1,1,1,1,1
GH4501_G,55.83482311880788,-4.1696580363248446,1,1,1,1,0,0
GH4502_C,55.83510022999535,-4.171270449308887,1,1,1,1,0,0
GH4502_H,55.83512575699532,-4.171351721292332,1,1,1,1,0,0
GH4521_E,55.83637722366697,-4.173769128718612,1,1,1,1,0,0
GH4551_J,55.836242148588425,-4.171749340065711,1,1,1,1,0,0
GH4551_K,55.83669911017722,-4.168772386102224,1,1,1,1,0,0
GH4601_F,55.83846655153768,-4.172001162280879,1,1,1,1,0,0
GH4601_H,55.83710274304039,-4.170855068478357,1,1,1,1,0,0
GI0051_A,55.84547666181457,-4.249994777733375,1,1,1,1,0,0
GI0051_B,55.84477933504271,-4.247334733805425,1,1,1,1,0,0
GI0051_C,55.844653968669405,-4.249276322847241,1,1,1,1,0,0
GI0251_B,55.837271926959545,-4.229221661096009,0,0,0,0,0,0
GI0251_D,55.840116802381154,-4.228458150741884,0,0,0,0,0,0
GI0301_S,55.84096758985507,-4.132306279140036,1,0,0,0,0,0
GI0301_T,55.841067559574086,-4.227075046581708,1,1,1,1,1,1
GI0301_V,55.84075769993984,-4.2278080216677365,1,1,1,1,1,0
GI0401_R,0.0,0.0,0,0,0,0,0,0
GI0401_S,55.83809708374128,-4.2317923509281465,1,1,1,1,1,0
GI0551_A,0.0,0.0,0,0,0,0,0,0
GI0551_C,0.0,0.0,0,0,0,0,0,0
GI0551_F,0.0,0.0,0,0,0,0,0,0
GI0551_H,0.0,0.0,0,0,0,0,0,0
GI0551_S,0.0,0.0,0,0,0,0,0,0
GI0601_R,0.0,0.0,0,0,0,0,0,0
GI0601_T,0.0,0.0,0,0,0,0,0,0
GI0601_V,0.0,0.0,0,0,0,0,0,0
GI0601_W,0.0,0.0,0,0,0,0,0,0
GI0651_B,0.0,0.0,0,0,0,0,0,0
GI0651_C,0.0,0.0,0,0,0,0,0,0
GI0651_D,0.0,0.0,0,0,0,0,0,0
GI0651_G,0.0,0.0,0,0,0,0,0,0
GI1571_A,55.80506371697608,-4.232534128812309,1,1,1,1,1,1
GI1571_C,55.80500432306122,-4.230855173345576,1,1,1,1,1,1
GI1571_D,55.80580860890381,-4.232098042596065,1,1,1,1,1,1
GJ0051_A,55.83583161568193,-4.2500763150340575,1,1,1,1,1,0
GJ0051_C,55.83245288357809,-4.2485716652035554,1,1,1,1,1,0
GJ0051_D,55.83622707638901,-4.249093020579449,1,1,1,1,1,0
GJ0071_N,55.8325821987338,-4.2473974226310265,1,1,1,1,1,0
GJ0071_R,55.83560766060047,-4.248562169709127,1,1,1,1,1,0
GJ0071_T,0.0,0.0,0,0,0,0,0,0
GJ011A_T,55.835226792673474,-4.2487477909431535,1,1,1,1,1,0
GJ011A_V,55.83169902330712,-4.248512176194785,1,1,1,1,1,1
GJ0131_B,55.83297699817931,-4.246941127794114,1,1,1,0,0,0
GJ0131_C,55.829338745587634,-4.247833030040477,1,1,1,1,1,1
GJ0131_D,55.83232952500379,-4.248436792153829,1,1,1,1,1,1
GJ0131_M,0.0,0.0,0,0,0,0,0,0
GJ0141_T,55.831471428342574,-4.248179666147143,1,1,1,1,1,1
GJ0141_V,55.82868830740348,-4.247524050558686,1,1,1,1,1,0
GJ0141_X,55.82869845154642,-4.247460766100899,1,1,0,0,0,0
GJ0151_A,55.82845650595532,-4.248404847449312,1,1,1,1,1,1
GJ0151_B,55.82849585993911,-4.246251526578484,1,1,1,1,1,1
GJ0151_C,55.82639028544713,-4.246880545379555,1,1,1,1,1,1
GJ0151_D,55.82888844740375,-4.247391890352288,1,1,1,1,1,0
GJ0151_H,55.8285222112477,-4.2462849807931216,1,1,1,1,1,1
GJ0161_L,55.82913726671202,-4.247054958182368,1,1,1,1,1,1
GJ0161_M,55.82910135466032,-4.247052886591583,1,1,1,1,1,1
GJ0161_N,55.82853457390985,-4.247084061864989,1,1,1,1,1,1
GJ0161_P,55.82861675648922,-4.245044975986607,1,1,1,1,1,1
GJ0161_Q,55.828643690567205,-4.245046528263573,1,1,1,1,1,1
GJ0171_A,55.82862102312231,-4.2457956894081175,1,1,1,1,1,1
GJ0171_B,55.82875655576005,-4.24280162342768,1,1,1,1,1,1
GJ0171_D,55.82916912314015,-4.244326332809241,1,1,1,1,1,1
GJ019A_T,55.828193117904384,-4.247080332544341,1,1,1,1,1,0
GJ025A_C,55.82041217121338,-4.250399122552468,1,1,1,1,1,1
GJ0301_R,55.820379836075325,-4.25167437821006,1,1,1,1,1,1
GJ0301_S,55.82023472303351,-4.249782243544061,1,1,1,1,1,1
GJ0301_T,55.823063154665725,-4.2494346759519175,1,1,1,1,1,0
GJ0301_V,55.81935911758754,-4.2504819810554455,1,1,1,1,1,1
GJ0351_A,55.81924802421207,-4.25164090617372,1,1,1,1,1,1
GJ0351_B,55.81909085486535,-4.248933992022725,1,1,1,1,1,1
GJ0351_C,55.81843036649644,-4.25015697041314,1,1,1,1,1,1
GJ0351_D,55.82017210003487,-4.250257546433558,1,1,1,1,1,1
GJ2301_S,55.83744830356672,-4.261892484122705,1,1,1,1,1,0
GJ2301_T,55.83869691623278,-4.263881603929005,1,1,1,1,1,0
GJ2301_V,55.83677509674959,-4.264776040418298,1,1,1,1,1,0
GJ2401_A,55.83699873434792,-4.268733863115092,1,1,1,1,1,0
GJ2401_D,55.83761016989589,-4.264329501344417,1,1,1,1,1,0
GJ250B_T,55.83646984840526,-4.264758288183762,1,1,1,0,0,0
GJ252A_C,55.83366407462778,-4.265824784517628,1,1,1,1,0,0
GJ2551_R,55.83390077239362,-4.267611185764814,1,1,1,1,0,0
GJ2551_S,55.83307708504218,-4.264513091504816,1,1,1,1,0,0
GJ2601_P,55.835733311194,-4.254462478446834,1,1,1,1,1,0
GJ2601_S,55.8356492755152,-4.249235324683032,1,1,1,1,1,0
GJ2701_S,55.84051993214872,-4.255154897631233,1,1,1,1,1,0
GJ2701_T,55.84648108493082,-4.255020978886085,1,1,1,1,1,0
GJ2701_X,55.84073589542072,-4.25563060562386,1,1,1,1,0,0
GJ275A_V,55.83693354635204,-4.257135210420471,1,1,1,1,1,1
GJ2801_B,55.83640870518983,-4.254389783400119,1,1,1,1,1,0
GJ2801_C,55.83593094495036,-4.256917395883758,1,1,1,1,1,1
GJ2801_D,55.8384853645,-4.256809901438772,1,1,1,1,1,1
GJ282A_T,55.83660487613126,-4.256924511907082,1,1,1,1,1,1
GJ282A_V,55.835396659769295,-4.256646879467935,1,1,1,1,1,0
GJ2851_C,55.83313811686128,-4.255813368111504,1,1,1,1,1,1
GJ2851_D,55.83580759591964,-4.256782484310243,1,1,1,1,1,0
GJ2851_R,55.83542846295951,-4.258341567219163,1,1,1,1,1,1
GJ290A_M,55.83490901982317,-4.256283253088819,1,1,1,1,1,1
GJ3051_A,55.8274347517109,-4.265877591998152,1,1,1,1,1,1
GJ3051_B,55.82623860271296,-4.264945829606332,1,1,1,1,1,1
GJ3051_E,55.82763928492938,-4.264532287668986,1,1,1,1,1,1
GJ3051_F,55.82732897330613,-4.268202614396577,1,1,1,1,1,1
GJ3101_R,55.82797883122368,-4.26170986398765,1,1,1,1,1,1
GJ3101_S,55.82837984803474,-4.247681894125998,1,1,1,1,1,1
GJ3101_T,55.8289349659676,-4.258587829155584,1,1,1,1,1,0
GJ3201_R,55.824415626053,-4.259491328371662,1,1,1,1,0,0
GJ3201_S,55.820986359169495,-4.256339073456656,1,1,1,1,0,0
GJ3201_T,55.82454807339021,-4.257662945196019,1,1,1,1,0,0
GJ3201_V,55.82318935021541,-4.259707588022321,1,1,1,1,0,0
GJ3301_A,55.82321777097949,-4.2581606086892485,1,1,1,1,1,1
GJ3301_B,55.82028845142232,-4.250775113480551,1,1,1,1,1,1
GJ3301_C,55.81925458152307,-4.255696036412074,1,1,1,1,1,1
GJ3301_D,55.821736212748405,-4.256127061627288,1,1,1,1,1,1
GJ3351_R,55.81863120470836,-4.256362339593715,1,1,1,1,1,0
GJ3351_S,55.81919335446936,-4.251190767774348,1,1,1,1,1,1
GJ3351_T,55.82057522127064,-4.255724593301768,1,1,1,1,1,1
GJ3351_V,55.81785068626245,-4.254816623673204,1,1,1,1,1,1
GJ3551_T,55.81907829429189,-4.260889944193136,1,1,1,1,0,0
GJ3551_V,55.81739068322614,-4.262244656347269,1,1,1,1,0,0
GJ3551_W,55.81738258550054,-4.262196297709536,1,1,1,1,0,0
GJ3651_B,55.81711083867646,-4.261334497999337,1,1,1,1,0,0
GJ3651_C,55.81589499389816,-4.263913683430442,1,1,1,1,0,0
GJ3651_D,55.81818613849958,-4.2615086375327484,1,1,1,1,0,0
GJ3651_E,55.81657574468329,-4.262085612883242,1,1,1,1,0,0
GJ3651_G,55.81709346936277,-4.261301564664714,1,1,1,1,0,0
GJ3751_A,55.81397871125505,-4.268894085882694,1,1,1,1,0,0
GJ3751_C,55.81305913101706,-4.2680744225706615,1,1,1,1,0,0
GJ3751_D,55.81436839635038,-4.266283099940252,1,1,1,1,0,0
GK0051_A,55.84666021670515,-4.262395761044801,1,1,1,1,1,0
GK0051_B,55.846169834260365,-4.260226657375688,1,1,1,1,1,0
GK0051_C,55.84409371277402,-4.262182718590163,1,1,1,1,1,0
GK015A_T,55.84614179114403,-4.2612633810604645,1,1,1,1,1,1
GK020A_C,55.84087991674137,-4.265398136614238,1,1,1,1,1,0
GK020A_D,55.84387102622068,-4.262073936810617,1,1,1,1,1,0
GK0251_R,55.84115074735943,-4.266308360823459,1,1,1,1,1,0
GK0251_T,55.84228274564642,-4.263403260149433,1,1,1,1,1,0
GK0251_V,55.83880048026578,-4.267529161607213,1,1,1,1,1,0
GK0301_B,55.83786259682277,-4.2647754035653564,1,1,1,1,1,0
GK0301_C,55.83724481656423,-4.2690356783241095,1,1,1,1,1,1
GK0301_D,55.84061632519519,-4.2655584967499705,1,1,1,1,1,1
GK0351_R,55.837181815696056,-4.270501339796874,1,1,1,1,1,1
GK0351_T,55.83798644490389,-4.268296297205533,1,1,1,1,1,1
GK0351_V,55.83641207624221,-4.270328695468587,1,1,1,1,1,1
GK037A_P,55.836843314262254,-4.269363642961795,1,1,1,1,1,1
GK037A_Q,55.83580730507315,-4.271443310506431,1,1,1,1,1,1
GK0401_B,55.835191818226434,-4.270704723518763,1,1,1,1,1,1
GK0401_C,55.83433956934594,-4.27402467157517,1,1,1,1,1,1
GK0401_D,55.83623766802008,-4.270526145722388,1,1,1,1,1,1
GK045A_T,55.83543846611083,-4.271948817467447,1,1,1,1,1,1
GK045A_V,55.83193222808461,-4.278323466277564,1,1,1,1,1,0
GK0501_A,55.83195553710533,-4.2794905592678285,1,1,1,1,1,1
GK0501_B,55.830898484503535,-4.277847819660646,1,1,1,1,1,1
GK0501_C,55.83075213023768,-4.280410174073082,1,1,1,1,1,1
GK0501_D,55.83394260631425,-4.274592372020509,1,1,1,1,1,1
GK0551_R,55.83119757019917,-4.282560076550379,1,1,1,1,0,0
GK0551_T,55.8311918320166,-4.279477801804983,1,1,1,1,1,1
GK0551_V,55.82956805302296,-4.282225069444391,1,1,1,1,1,1
GK0551_W,55.829806200100776,-4.283436624975642,1,1,1,1,1,1
GK070A_C,55.82632474202197,-4.285547717800434,1,1,1,1,0,0
GK070A_D,55.83026121800331,-4.281195812399165,1,1,1,1,0,0
GK075A_T,55.82895469783465,-4.2828278410305485,1,1,1,1,1,1
GK075A_V,55.82409812178536,-4.286391003508462,1,1,1,1,1,1
GK0801_A,55.82362965582493,-4.287417236176276,1,1,1,1,1,0
GK0801_D,55.82599019251563,-4.285655822470475,1,1,1,1,1,0
GK0801_G,55.82139745369501,-4.287110581931318,1,1,1,1,0,0
GK0801_H,55.82306308822964,-4.28695291080851,1,1,1,1,0,0
GK0851_R,55.82139137429342,-4.288403357899933,1,1,1,1,1,1
GK0851_S,55.82101057226365,-4.285683002505965,1,1,1,1,1,1
GK0851_V,55.82037821856057,-4.287306184454208,1,1,1,1,1,1
GK0851_X,55.823027770386574,-4.286918907221168,1,1,1,1,0,0
GK0851_Z,55.82364982606428,-4.286332764691297,1,1,1,1,0,0
GK0901_A,55.81687821597403,-4.289926164610442,1,1,1,1,1,0
GK0901_B,55.8157977709996,-4.287133124624543,1,1,1,1,1,0
GK0901_C,55.81556650207109,-4.289418111939536,1,1,1,1,1,0
GK0901_D,55.81720439323573,-4.2878541920912765,1,1,1,1,1,0
GK2371_R,55.80645884510014,-4.340652936524929,1,1,1,1,1,1
GK2371_T,55.80521483731764,-4.341791073450442,1,1,1,1,1,1
GK2371_W,55.80608764232248,-4.342210547148566,1,1,1,1,1,1
GK2371_X,55.80528686982954,-4.339896371304666,1,1,1,1,1,0
GK4501_A,55.82170172919147,-4.364622009285193,1,1,1,1,1,1
GK4501_B,55.82227473256898,-4.361463729272545,1,1,1,1,1,1
GK4601_T,55.83446264344608,-4.361436144291249,1,1,1,1,1,1
GK5101_A,55.80875660344616,-4.347414160624896,1,1,1,1,1,1
GK5101_C,55.80774529467072,-4.350481279894067,1,1,1,1,1,1
GK5101_D,55.80975920588024,-4.352326405982437,1,1,1,1,1,1
GK5131_A,55.81102674467461,-4.354190490672454,1,1,1,1,1,0
GK5131_C,55.81063369558662,-4.354533842834711,1,1,1,1,0,0
GK5141_R,55.81021478562821,-4.352002772504004,1,1,1,1,1,0
GL0051_R,55.84992046843456,-4.272266850188669,1,1,1,1,1,1
GL0051_S,55.84980954787963,-4.268537922622787,1,1,1,1,1,1
GL0051_T,55.84982910327488,-4.27088756301033,1,1,1,1,1,0
GL0051_X,55.84999336839172,-4.269778808242425,1,1,1,1,1,1
GL0401_R,55.85385439064694,-4.271921333196062,1,1,1,1,1,1
GL0401_S,55.8538320641002,-4.268261104388322,1,1,1,1,1,0
GL0401_V,55.853437323853285,-4.270171396142665,1,1,1,1,1,1
GL0401_Y,55.85413303529667,-4.269972310196127,1,1,1,1,0,0
GL0451_A,55.85374761055151,-4.276724424247558,1,1,1,1,1,1
GL0451_B,55.85389989158973,-4.270917383441117,1,1,1,1,1,1
GL0451_C,55.85308315285305,-4.272803008046837,1,1,1,1,1,1
GL0451_D,55.85452238774334,-4.273222603254965,1,1,1,1,1,0
GL0521_R,55.853761470095606,-4.278402908452971,1,1,1,1,1,0
GL0521_S,55.85371539788726,-4.273606866193896,1,1,1,1,1,0
GL0521_V,55.852611204870655,-4.277424858536154,1,1,1,1,1,0
GL0551_A,55.85352255114268,-4.280625806299277,1,1,1,1,1,0
GL0551_B,55.85362569506744,-4.277484225646401,1,1,1,1,1,0
GL0551_D,55.85429966960292,-4.2803997205377415,1,1,1,1,1,0
GL1101_S,55.84871294589976,-4.307199378129983,1,1,1,1,0,0
GL1101_T,55.84941523152848,-4.310484172404506,1,1,1,1,0,0
GL1101_V,55.84755898238269,-4.309782900336506,1,1,1,1,0,0
GL1151_A,55.84965757101863,-4.311936424489083,1,1,1,1,0,0
GL1151_B,55.85004788539256,-4.309339470394715,1,1,1,1,0,0
GL1151_C,55.84921742483297,-4.310488406707863,1,1,1,1,0,0
GL1151_D,55.85061699273464,-4.311578020227955,1,1,1,1,0,0
GL1251_A,55.84901958728743,-4.319567035320048,1,1,1,1,1,0
GL1251_B,55.850347552937954,-4.320636726421873,1,1,1,1,1,1
GL1251_C,55.850577514970205,-4.3194042542892594,1,1,1,1,1,1
GL1251_D,55.849701811304655,-4.317227216801621,1,1,1,1,1,1
GL1251_Y,55.84973538194174,-4.319737503600846,1,1,1,1,0,0
GL1301_R,0.0,0.0,0,0,0,0,0,0
GL1301_S,0.0,0.0,0,0,0,0,0,0
GL1301_T,0.0,0.0,0,0,0,0,0,0
GL1351_A,55.84635011626175,-4.333354142649502,1,1,1,1,1,0
GL1351_B,55.84707780613935,-4.327678599015886,1,1,1,1,1,0
GL1351_C,55.84456572200965,-4.331713656994374,1,1,1,1,1,1
GL1401_R,55.84608873236886,-4.3352874160952535,1,1,1,1,1,1
GL1401_V,55.84520382979344,-4.332662427117573,1,1,1,1,1,1
GL142A_A,55.84576224697452,-4.341114610379647,1,1,1,1,1,0
GL142B_B,55.84605717413282,-4.334582626564237,1,1,1,1,1,0
GL1451_H,55.84403625591158,-4.332145193095567,1,1,1,1,1,0
GL1501_A,55.84458951986439,-4.330932341728631,1,1,1,1,0,0
GL1691_R,55.84565959880849,-4.343201133832305,1,1,1,1,1,1
GL1691_S,55.84588300216375,-4.337128156919709,1,1,1,1,1,1
GL1701_A,55.8456065071126,-4.3473993039699055,1,1,1,1,1,1
GL1701_B,55.845617424353456,-4.342112310953289,1,1,1,1,1,1
GL1701_C,55.84564938356369,-4.34232190592485,1,1,1,1,1,1
GL1701_E,55.84663387723303,-4.343483433286647,1,1,1,1,1,1
GL1821_R,55.84575359406552,-4.349580753000241,1,1,1,1,1,1
GL1821_S,55.84550045400156,-4.344006265387408,1,1,1,1,1,0
GL1821_V,55.84540124604075,-4.347323027783866,1,1,1,1,1,1
GL1901_P,55.84657373725236,-4.359790491046517,1,1,1,1,1,1
GL1901_S,55.84579511370658,-4.355398116477264,1,1,1,1,1,1
GL1901_T,55.8465731249378,-4.359822404393915,1,1,1,1,1,1
GL1951_A,55.845239943836575,-4.366994101109558,1,1,1,1,1,0
GL1951_D,55.8464030677228,-4.363997590345768,1,1,1,1,1,0
GL2621_T,55.85527973642665,-4.297282524941751,1,1,1,1,0,0
GL2801_R,55.85624846009274,-4.2853235663688585,1,1,1,1,0,0
GL2801_S,55.85624527823335,-4.285978514211549,1,1,1,1,0,0
GL285A_D,55.85767284143315,-4.2816999841157655,1,1,1,1,0,0
GL3001_D,0.0,0.0,0,0,0,0,0,0
GL3551_R,55.85142175331068,-4.318959277164464,1,1,1,1,1,1
GL3551_S,55.85170923374178,-4.319919059398528,1,1,1,1,1,1
GL3551_T,55.85272444587642,-4.318509638142887,1,1,1,1,1,1
GL4101_T,55.864941248072974,-4.3378415274173365,1,1,1,1,1,0
GL4151_B,55.865908472667904,-4.339913527626766,1,1,1,1,1,1
GL4151_C,55.86533300965922,-4.339926860074516,1,1,1,1,1,1
